#,Call No,Title,Authors,Barcode,Price,Status,Date Created,Genre
8103,172.42 HAL,Peace,Wendy Anderson. Halperin,30385038520219,$20.00,In,2020/04/26,"1800-1815,aristocracy (social class),campagnes et batailles,campaigns,classic,classic literature,classics,general,histoire,historical,history,imitations,large type books,literature,long now manual for civilization,manners and customs,military campaigns,mœurs et coutumes,napoleonic wars,nouvelles,open library staff picks,open_syllabus_project,parodies,romans,russia,russia (federation),russian language materials,social conditions,social life and customs,soviet union,textual criticism,translations into english,war & military"
8105,E HAM,Peace Crane,Sheila. Hamanaka,30385038500735,$1.00,In,2020/04/26,"readers (elementary),reading (elementary)"
8106,920.02 WIN,Peaceful heroes,Jonah Winter,30385038516600,$0.00,In,2020/04/25,"biography,heroes,history,juvenile literature,peace"
8107,741.5 CLA,Peanut Butter and Jelly (A Narwhal and Jelly Book #3) : Peanut Butter and Jelly (A Narwhal and Jelly Book #3).,Ben Clanton,30385038521309,$15.00,In,2020/04/25,"caricatures and cartoons,cartoons and comics,comic books,friendship,jellyfishes,marine animals,narwhal,ocean,sea stories,series:a_narwhal_and_jelly_book,strips"
8108,741.5 SCH,Peanuts,Charles M. (Charles Monroe) Schulz,30385038519681,$0.00,In,2023/06/26,"cartoons and comics,comic books,in library,literature,strips"
8110,591 MACD,"Peck, slither and slide",Suse. MacDonald,30385038501247,$1.00,In,2020/04/26,"animals,juvenile literature,miscellanea"
8111,629.227 MUL,Pedal it! : how bicycles are changing the world,Michelle. Mulder,30385038519181,$20.00,In,2020/04/25,"bicycles,bicycles and bicycling,juvenile literature"
8112,E OPP,Peg and the whale,Kenneth. Oppel,30385038513682,$0.00,In,2020/04/26,"fishing,tall tales,whales,whaling"
8113,E OPP,Peg and the Yeti,Kenneth. Oppel,30385038511144,$21.00,In,2020/04/25,"determination (personality trait),mountaineering,picture books for children"
8124,598.441 SCH,Penguins,Anne Schreiber,30385000000798,$0.00,In,2023/10/02,"age:max:9,age:min:6,award:newbery_award,children's stories,grade:max:undefined,grade:min:3 and up,humorous stories,legends,lexile:910,lexile_range:901-1000,new york times bestseller,newbery honor,newbery honor book,nyt:paperback_books=2011-06-11,penguins,penguins -,specimens,toy and movable books"
8126,E HEN,Penny and Her Doll,Kevin Henkes,30385000000840,$0.00,In,2023/10/02,"dolls,families,family life,gifts,girls,mice,names,personal,personal names"
8127,E HEN,Penny And Her Marble,Kevin Henkes,30385000000843,$0.00,In,2023/10/02,"age:max:9,award:theodor_seuss_geisel_award,beginner,emotions & feelings,family,grade:max:3,grade:min:preschool,happiness,imagination,juvenile,lexile_range:401-500,lost and found possessions,lost articles,mice,mothers and daughters,reader,social themes"
8128,F SNI,Penultimate peril,Lemony. Snicket,30385038513316,$17.00,In,2020/04/26,"adventure and adventurers,brothers and sisters,disguise,etc. pour la jeunesse,frères et sœurs,good and evil,hotels,humorous stories,illustrators,klaus baudelaire (fictitious character),motels,nouvelles,orphans,romans,siblings,sunny baudelaire (fictitious character),violet baudelaire (fictitious character)"
8129,508.2 RUS,People in fall,Martha E. H. Rustad,30385038516839,$10.00,In,2020/04/25,recreation
8130,508.2 RUS,People in winter,Martha E. H. Rustad,30385038516833,$10.00,In,2020/04/25,"juvenile literature,winter"
8132,F DUP,People of Sparks,Jeanne. DuPrau,30385038511499,$25.00,In,2020/04/25,"agriculture,fantasy,new york times reviewed,refugees,vandalism,war"
8138,F HOR,Pepins and their problems,Polly. Horvath,30385038511603,$15.00,In,2020/04/26,"etc. pour la jeunesse,families,famille,humorous stories,large type books,neighbors,nouvelles,problem solving,romans,récits humoristiques,résolution de problème"
8140,PB MEL,Peppa's storybook collection,,30385000001449,$0.00,Out,2023/11/02,"friendship,pigs"
8144,E WIL,Perfect man,Troy Wilson,30385038511934,$21.00,In,2020/04/26,"contemporary,dating (social customs),mate selection,mothers and daughters,romance,single mothers,sisters,widows"
8146,E GRA,Perfect Percival Priggs,JulieAnne Graham,30385038520246,$21.00,In,2020/04/25,"emotions,readers"
8147,E REI,Perfect snow,Barbara Reid,30385038518114,$19.99,In,2020/04/25,"montana,prejudices"
8148,E HAL,Perfect square,Michael Hall,30385038518248,$19.00,In,2020/04/25,"behavior,change,emotions,happiness,size and shape"
8150,E PER,Perfectly Norman,Tom Percival,30385000001662,$10.00,In,2024/02/21,picture books
8151,E PER,Perfectly Norman,Tom PERCIVAL,30385000003696,$0.00,In,2024/04/16,picture books
8154,985 LAN,Peru,Elaine. Landau,30385038505387,$9.95,In,2020/04/25,"authors,histoire,history,history and criticism,incas,indians of south america,literature"
8161,F BAR,Petal's problems,Lauren. BaratzLogsted,30385038519586,$8.00,In,2020/04/26,"abandoned children,adventure and adventurers,families,family,sisters,weddings"
8164,E LIT,Pete the cat and his four groovy buttons,Eric. Litwin,30385038519598,$20.00,In,2020/04/26,"age:max:5,age:min:2,animals,award:theodor_seuss_geisel_award,cats,clothing and dress,concepts,counting,counting books,grade:max:2,grade:min:preschool,happiness,juvenile,lexile_code:ad,lexile_range:301-400,new york times bestseller,picture books for children,self-esteem & self-reliance,singing,social themes"
8165,E DEA,Pete the cat and his magic sunglasses,James Dean,30385038519304,$20.00,In,2020/04/26,"animals,cats,emotions,mood (psychology),new york times bestseller"
8166,[E] DEA,Pete the Cat and the bad banana,James Dean,30385038521033,$0.00,In,2020/04/25,"cats,monkeys"
8167,E DEA,Pete the cat and the bedtime blues,Kim Dean,30385038520104,$22.00,In,2020/04/25,"animals,bedtime,cats,sleepovers,stories in rhyme"
8168,[E] DEA,Pete the cat and the cool cat boogie,Kim Dean,30385038521227,$21.99,Lost,2020/04/25,"cats,dance,friendship,new york times bestseller,self-acceptance"
8169,E DEA,Pete the Cat and the new guy,Kim Dean,30385038521292,$20.00,In,2020/04/25,"ability,animals,cats,friendship,individuality,new york times bestseller,stories in rhyme"
8170,E Dea,Pete the Cat and the Perfect Pizza Party,Kimberly and James Dean,30385000003914,$0.00,In,2024/06/12,new york times bestseller
8171,E Dea,Pete the Cat and the Perfect Pizza Party,Kimberly and James Dean,30385000003917,$0.00,In,2024/06/12,new york times bestseller
8172,[E] DEA,Pete the cat and the surprise teacher,James Dean,30385038521218,$4.99,In,2020/04/26,"cats,mothers and sons,schools,teachers"
8176,E DEA,"Pete the Cat : Go, Pete, Go!",James Dean,30385000001432,$5.00,In,2023/11/02,cats
8181,DEA,Pete the Cat: Pete's Big Lunch,James Dean,30385038521219,$3.99,In,2020/04/26,sharing
8182,DEA,Pete the Cat: Pete's Big Lunch,James Dean,30385038521032,$3.99,In,2020/04/25,sharing
8186,E DEA,Pete the Cat : too cool for school,Kim Dean,30385038520374,$5.00,Out,2020/04/26,"cats,clothing and dress,schools"
8187,E DEA,Pete the cat's groovy bake sale,James Dean,30385038521349,$6.00,In,2020/04/26,cats
8188,E DEA,Pete the cat's groovy bake sale,James Dean,30385000000195,$6.00,In,2021/11/02,cats
8200,636.088 WAT,Pets,Claire. Watts,30385038502609,$0.00,In,2020/04/26,"animals,cemeteries,country life,death,ficción,heart attack,horror,horror tales,juvenile audience,large type books,maine,pets,suspense,thrillers,world war ii"
8204,F ODG,Phantom mudder,Darrel. Odgers,30385038513525,$6.00,In,2020/04/26,"chiens,dog shows,dogs,etc. pour la jeunesse,expositions et concours,mystery and detective stories,nouvelles,roman policier,romans"
8209,F KES,Philippa Fisher's fairy godsister,Liz. Kessler,30385038518286,$6.00,Lost,2020/04/25,"adventure and adventurers,butterflies,fairies,friendship,holidays,magic,parents,self-confidence,wishes"
8210,811.1 CLI,Phillis's Big Test,Catherine Clinton,30385038516452,$16.00,In,2020/04/26,"african americans,biography,juvenile literature,poets"
8212,GN SIM,Phoebe and Her Unicorn in the Magic Storm,Dana Simpson,30385000001015,$12.00,In,2023/10/24,"comic books,etc.,friendship,girls,magic,storms,strips,unicorns"
8217,613.7 SIL,Physical fitness,Alvin. Silverstein,30385038509511,$9.95,In,2020/04/25,"etc,exercise,exercises,physical fitness,problems"
8220,F SAG,Physik,Angie. Sage,30385038514433,$22.00,In,2020/04/25,"continental european drama (dramatic works by one author),drama,physicists,psychiatric hospitals,translations into english"
8221,F MAS,Pi in the Sky,Wendy Mass,30385038520289,$8.00,In,2020/04/26,"geometry,geschichte,mathematics,new york times reviewed,philosophie,wiskunde,wissenschaftstheorie"
8222,F MAS,Pi in the sky,Wendy Mass,30385038519250,$19.00,In,2020/04/25,"geometry,geschichte,mathematics,new york times reviewed,philosophie,wiskunde,wissenschaftstheorie"
8224,PB DK,Pick me up : Bunny.,DK,30385000001652,$0.00,Out,2023/12/06,"animals,juvenile literature,toy and movable books"
8226,629.223 ZUE,Pickup trucks,Jeffrey Zuehlke,30385038512417,$15.00,In,2020/04/26,"juvenile literature,trucks"
8229,E REI,Picture A Tree,Barbara Reid,30385038513326,$0.00,In,2023/09/13,"juvenile literature,livres d'images pour enfants,ouvrages pour la jeunesse,picture books,picture books for children,trees"
8230,GN SAX,Picture Day,Sarah Sax,30385000001035,$19.00,In,2023/10/23,schools
8236,E ERI,Piece of chalk,Jennifer A. Ericsson,30385038514672,$20.00,In,2020/04/26,"evolution,evolution (biology)"
8239,F FRE,Pies & prejudice,Heather Vogel. Frederick,30385038519479,$20.00,In,2020/04/26,"books and reading,clubs,england,interpersonal relations,massachusetts,mothers and daughters"
8241,E BLA,Pig the star,Aaron Blabey,30385000000247,$0.00,In,2021/11/02,"dachshunds,dogs,pets,pigs,pug,sharing,stories in rhyme"
8245,E WIL,Pigeon finds a hot dog!,Mo. Willems,30385038518958,$17.00,Lost,2020/04/26,"animals,beginner,birds,children's stories,ducks,etc. pour la jeunesse,ficción juvenil,food,geese,humorous stories,new york times reviewed,nouvelles,palomas,partage,patos,pictorials works,picture books,pigeons,reader,romans,sharing,spanish language materials"
8246,E WIL,Pigeon finds a hot dog!,Mo. Willems,30385000001118,$17.00,In,2023/10/18,"animals,beginner,birds,children's stories,ducks,etc. pour la jeunesse,ficción juvenil,food,geese,humorous stories,new york times reviewed,nouvelles,palomas,partage,patos,pictorials works,picture books,pigeons,reader,romans,sharing,spanish language materials"
8247,E WIL,Pigeon finds a hot dog!,Mo. Willems,30385000001438,$17.00,In,2023/11/16,"animals,beginner,birds,children's stories,ducks,etc. pour la jeunesse,ficción juvenil,food,geese,humorous stories,new york times reviewed,nouvelles,palomas,partage,patos,pictorials works,picture books,pigeons,reader,romans,sharing,spanish language materials"
8249,E WIL,Pigeon wants a puppy!,Mo. Willems,30385038518877,$18.00,In,2020/04/26,"american,animals,child psychology,children's stories,chinese language materials,dogs,infancy,pigeons,puppies,specimens,temper tantrums"
8250,636.4 BEL,Pigs,Rachael Bell,30385038507341,$0.00,In,2020/04/26,"detective and mystery stories,england,english literature,false imprisonment,general,hercule (fictitious character),hercule poirot (fictitious character),investigation,large type books,mothers and daughters,murder,mystery,mystery & detective,open library staff picks,poirot,private investigators,traditional,women sleuths"
8251,636.4 GIB,Pigs,Gail. Gibbons,30385038502319,$1.00,Lost,2020/04/25,"detective and mystery stories,england,english literature,false imprisonment,general,hercule (fictitious character),hercule poirot (fictitious character),investigation,large type books,mothers and daughters,murder,mystery,mystery & detective,open library staff picks,poirot,private investigators,traditional,women sleuths"
8252,636.4 MIL,Pigs,Sara Swan. Miller,30385038507342,$0.00,In,2020/04/25,"detective and mystery stories,england,english literature,false imprisonment,general,hercule (fictitious character),hercule poirot (fictitious character),investigation,large type books,mothers and daughters,murder,mystery,mystery & detective,open library staff picks,poirot,private investigators,traditional,women sleuths"
8256,YA MAC,Pilgrims of Rayne,D. J. MacHale,30385000001343,$15.00,In,2023/11/30,"action & adventure,adventure and adventurers,adventure stories,adventures and adventurers,diaries,fables,fantasy,general,legends,myths,space and time,time travel"
8260,E HAR,Pink me up,Charise Mericle. Harper,30385038518003,$0.00,In,2020/04/25,"fathers and daughters,pink"
8261,[E] KAN,Pinkalicious.,Victoria Kann,30385038521220,$4.99,In,2020/04/26,"children's books,color,colors,concepts,cupcakes,eating customs,family,food habits,girls,humorous stories,new york times bestseller,pink,spanish language,spanish language materials,vegetables"
8262,[E] KAN,Pinkalicious and Planet Pink,Victoria Kann,30385038521221,$4.99,In,2020/04/25,"beginner,extraterrestrial beings,friendship,humorous stories,pink,planets,reader,social themes"
8263,[E] KAN,Pinkalicious and Planet Pink,Victoria Kann,30385038521029,$0.00,In,2020/04/25,"beginner,extraterrestrial beings,friendship,humorous stories,pink,planets,reader,social themes"
8264,KAN,Pinkalicious and the babysitter,Victoria. Kann,30385038521222,$4.99,Lost,2020/04/25,"babysitters,creative ability,readers"
8265,E KAN,Pinkalicious and the Cupcake Calamity,Victoria Kann,30385000001416,$5.00,In,2023/10/25,cupcakes
8266,E KAN,Pinkalicious and the pink parakeet,Victoria Kann,30385038521031,$5.00,In,2020/04/26,"animals,beginner,birds,field trips,humorous stories,juvenile works,lost and found possessions,lost articles,pink,reader,school field trips"
8271,E KAN,Pinkalicious: The Pinkerrific Playdate,Victoria Kann,30385000001423,$5.00,In,2023/10/25,"color,colors,friendship,pink,play"
8277,973.03 KAL,Pioneer dictionary,Bobbie Kalman,30385038505656,$9.95,In,2020/04/26,"biography,dictionaries"
8286,E MCK,Pirate trouble,Kelly. McKain,30385038518229,$7.00,In,2020/04/25,"etc. pour la jeunesse,mermaids,nouvelles,pirates,rescues,romans,sauvetages"
8287,910.45 LAN,Pirates,Andrew. Langley,30385038510100,$0.00,In,2020/04/26,"adventure stories,buried treasure,children's stories,detective and mystery stories,etc. pour la jeunesse,geronimo stilton (fictitious character),haunted places,humorous stories,islands,italian,lieux hantés,mice,nope,nouvelles,romans,récits humoristiques,souris,translations into chinese,treasure trove"
8288,743.8 LEG,Pirates,Philippe. Legendre,30385038513784,$6.00,In,2020/04/26,"adventure stories,buried treasure,children's stories,detective and mystery stories,etc. pour la jeunesse,geronimo stilton (fictitious character),haunted places,humorous stories,islands,italian,lieux hantés,mice,nope,nouvelles,romans,récits humoristiques,souris,translations into chinese,treasure trove"
8289,E DUD,The Pirates Next Door,,30385038519674,$18.00,In,2020/04/26,"action & adventure,historical,regency,romance"
8292,F OSB,Pirates past noon,Mary Pope. Osborne,30385038501472,$6.00,In,2020/04/26,"1st grade,adventure and adventurers,armstrong elementary,brothers and sisters,casas en árboles,chapter books series for summer reading,ficción juvenil,magia,magic,piratas,pirates,reading list,robbers and outlaws,spanish language materials,time travel,tree houses,up elementary,viajes a través del tiempo"
8293,F OSB,Pirates past noon,Mary Pope. Osborne,30385038511140,$6.00,In,2020/04/25,"1st grade,adventure and adventurers,armstrong elementary,brothers and sisters,casas en árboles,chapter books series for summer reading,ficción juvenil,magia,magic,piratas,pirates,reading list,robbers and outlaws,spanish language materials,time travel,tree houses,up elementary,viajes a través del tiempo"
8294,F OSB,Pirates past noon,Mary Pope. Osborne,30385038513396,$6.00,In,2020/04/26,"1st grade,adventure and adventurers,armstrong elementary,brothers and sisters,casas en árboles,chapter books series for summer reading,ficción juvenil,magia,magic,piratas,pirates,reading list,robbers and outlaws,spanish language materials,time travel,tree houses,up elementary,viajes a través del tiempo"
